<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>13f_q4_2012_ren.txt
<DESCRIPTION>13F - Q4 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  December 31, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies LLC
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    February 14, 2013
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2815
Form 13F Information Table Value (x $1000) Total:  $34361721

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
KB HOME                      COM              48666K109    11359   718900 SH       SOLE                   71089        0   647811
KBR INC                      COM              48242W106     5864   196000 SH       SOLE                    3638        0   192362
KEARNY FINL CORP             COM              487169104     3522   361200 SH       SOLE                  361200        0        0
KEEGAN RES INC               COM              487275109      232    58500 SH       SOLE                       0        0    58500
KELLOGG CO                   COM              487836108     6250   111900 SH       SOLE                  111900        0        0
KELLY SVCS INC               CL A             488152208     1230    78127 SH       SOLE                    2299        0    75828
KEMET CORP                   COM NEW          488360207      456    90606 SH       SOLE                       0        0    90606
KENNAMETAL INC               COM              489170100    15124   378100 SH       SOLE                  126058        0   252042
KENNEDY-WILSON HLDGS INC     COM              489398107     2700   193100 SH       SOLE                  193100        0        0
KEY ENERGY SVCS INC          COM              492914106     7316  1052698 SH       SOLE                  222351        0   830347
KEY TECHNOLOGY INC           COM              493143101      870    83300 SH       SOLE                   83300        0        0
KEYCORP NEW                  COM              493267108    50505  5998163 SH       SOLE                 1199762        0  4798401
KEYNOTE SYS INC              COM              493308100     8139   577660 SH       SOLE                  552100        0    25560
KEYW HLDG CORP               COM              493723100      633    49845 SH       SOLE                       0        0    49845
KID BRANDS INC               COM              49375T100      133    86100 SH       SOLE                   86100        0        0
KIMBALL INTL INC             CL B             494274103     4674   402621 SH       SOLE                  301426        0   101195
KIMBERLY CLARK CORP          COM              494368103     2508    29700 SH       SOLE                   29700        0        0
KIMCO RLTY CORP              COM              49446R109    12127   627695 SH       SOLE                   44685        0   583010
KINDER MORGAN ENERGY PARTNER UT LTD PARTNER   494550106    77750   974433 SH       SOLE                       0        0   974433
KINDER MORGAN INC DEL        COM              49456B101    55965  1584066 SH       SOLE                  499260        0  1084806
KINDRED HEALTHCARE INC       COM              494580103     2297   212311 SH       SOLE                   86043        0   126268
KIRKLANDS INC                COM              497498105      666    62845 SH       SOLE                   30325        0    32520
KITE RLTY GROUP TR           COM              49803T102      423    75700 SH       SOLE                   75700        0        0
KKR & CO L P DEL             COM UNITS        48248M102    15006   985300 SH       SOLE                       0        0   985300
KKR FINANCIAL HLDGS LLC      COM              48248A306     4737   448555 SH       SOLE                       0        0   448555
KLA-TENCOR CORP              COM              482480100   109885  2300784 SH       SOLE                 1805471        0   495313
KMG CHEMICALS INC            COM              482564101      608    34600 SH       SOLE                   34600        0        0
KNIGHT TRANSN INC            COM              499064103     6565   448750 SH       SOLE                  191942        0   256808
KOBEX MINERALS INC           COM              49989C105       77   158765 SH       SOLE                  158765        0        0
KONA GRILL INC               COM              50047H201     3238   372164 SH       SOLE                  363759        0     8405
KONAMI CORP                  SPONSORED ADR    50046R101      276    12300 SH       SOLE                   12300        0        0
KONGZHONG CORP               SPONSORED ADR    50047P104     8121  1481300 SH       SOLE                 1454300        0    27000
KOPIN CORP                   COM              500600101     1196   359200 SH       SOLE                  359200        0        0
KOPPERS HOLDINGS INC         COM              50060P106      252     6600 SH       SOLE                    6600        0        0
KOREA ELECTRIC PWR           SPONSORED ADR    500631106     2422   173400 SH       SOLE                   35260        0   138140
KRATOS DEFENSE & SEC SOLUTIO COM NEW          50077B207      187    37177 SH       SOLE                       0        0    37177
KRISPY KREME DOUGHNUTS INC   COM              501014104     4884   520664 SH       SOLE                  128758        0   391906
KU6 MEDIA CO LTD             SPONSORED ADR    48274B103      261   246614 SH       SOLE                  246614        0        0
KULICKE & SOFFA INDS INC     COM              501242101    27613  2303028 SH       SOLE                 1994033        0   308995
KVH INDS INC                 COM              482738101      804    57500 SH       SOLE                   57500        0        0
KYOCERA CORP                 ADR              501556203    23267   254700 SH       SOLE                  254500        0      200
LACLEDE GROUP INC            COM              505597104     2027    52500 SH       SOLE                    2685        0    49815
LADENBURG THALMAN FIN SVCS I COM              50575Q102       18    12800 SH       SOLE                       0        0    12800
LAKELAND BANCORP INC         COM              511637100      688    67609 SH       SOLE                   67609        0        0
LAKELAND FINL CORP           COM              511656100      951    36798 SH       SOLE                   27977        0     8821
LAKELAND INDS INC            COM              511795106      119    24000 SH       SOLE                   24000        0        0
LAKES ENTMNT INC             COM              51206P109      152    50600 SH       SOLE                   50600        0        0
LAM RESEARCH CORP            COM              512807108    30821   853056 SH       SOLE                   91485        0   761571
LAMAR ADVERTISING CO         CL A             512815101    17391   448812 SH       SOLE                  116025        0   332787
LANCASTER COLONY CORP        COM              513847103    22982   332162 SH       SOLE                  303888        0    28274
LANDAUER INC                 COM              51476K103     4621    75500 SH       SOLE                   75500        0        0
LANDEC CORP                  COM              514766104     3017   317200 SH       SOLE                  317200        0        0
LANNET INC                   COM              516012101      229    46100 SH       SOLE                   46100        0        0
LANTRONIX INC                COM NEW          516548203      157    79466 SH       SOLE                   79466        0        0
LAREDO PETE HLDGS INC        COM              516806106     4901   269900 SH       SOLE                   56806        0   213094
LASALLE HOTEL PPTYS          COM SH BEN INT   517942108     1104    43500 SH       SOLE                       0        0    43500
LATAM AIRLS GROUP S A        SPONSORED ADR    51817R106     1127    47849 SH       SOLE                      21        0    47828
LATTICE SEMICONDUCTOR CORP   COM              518415104     5155  1292100 SH       SOLE                 1292100        0        0
LAUDER ESTEE COS INC         CL A             518439104   117397  1961200 SH       SOLE                 1417913        0   543287
LAWSON PRODS INC             COM              520776105      502    50708 SH       SOLE                   39900        0    10808
LAZARD LTD                   SHS A            G54050102     3452   115682 SH       SOLE                       0        0   115682
LCA-VISION INC               COM PAR $.001    501803308     1795   629758 SH       SOLE                  590729        0    39029
LDK SOLAR CO LTD             SPONSORED ADR    50183L107      105    72663 SH       SOLE                       0        0    72663
LE GAGA HLDGS LTD            SPONSORED ADR    521168104      329    86700 SH       SOLE                   86700        0        0
LEADING BRANDS INC           COM NEW          52170U207      165    43300 SH       SOLE                   43300        0        0
LEAPFROG ENTERPRISES INC     CL A             52186N106     3153   365300 SH       SOLE                       7        0   365293
LEAR CORP                    COM NEW          521865204    43847   936100 SH       SOLE                  433292        0   502808
LEARNING TREE INTL INC       COM              522015106     3321   630200 SH       SOLE                  630200        0        0
LEGACY RESERVES LP           UNIT LP INT      524707304      295    12400 SH       SOLE                       0        0    12400
LEGG MASON INC               COM              524901105     3994   155300 SH       SOLE                      86        0   155214
LENDER PROCESSING SVCS INC   COM              52602E102     2553   103700 SH       SOLE                  103700        0        0
LENNAR CORP                  CL A             526057104    84219  2177900 SH       SOLE                  736486        0  1441414
LENNAR CORP                  CL B             526057302     3695   121000 SH       SOLE                   89300        0    31700
LENNOX INTL INC              COM              526107107     5299   100900 SH       SOLE                       0        0   100900
LENTUO INTL INC              SPONSORED ADS    526353107       38    30900 SH       SOLE                   30900        0        0
LEUCADIA NATL CORP           COM              527288104    34875  1465944 SH       SOLE                  522211        0   943733
LEXINGTON REALTY TRUST       COM              529043101     3401   325482 SH       SOLE                   68750        0   256732
LG DISPLAY CO LTD            SPONS ADR REP    50186V102     4860   335610 SH       SOLE                   71427        0   264183
LGL GROUP INC                COM              50186A108      323    61500 SH       SOLE                   61500        0        0
LHC GROUP INC                COM              50187A107      357    16779 SH       SOLE                    1324        0    15455
LIBERTY GLOBAL INC           COM SER A        530555101    30358   482179 SH       SOLE                   44862        0   437317
LIBERTY GLOBAL INC           COM SER C        530555309     6795   115661 SH       SOLE                   14889        0   100772
LIBERTY MEDIA CORPORATION    LIB CAP COM A    530322106     7628    65756 SH       SOLE                    8382        0    57374
LIBERTY PPTY TR              SH BEN INT       531172104     6242   174400 SH       SOLE                   12917        0   161483
LIFE PARTNERS HOLDINGS INC   COM              53215T106      387   146994 SH       SOLE                  146994        0        0
LIFEWAY FOODS INC            COM              531914109      282    32300 SH       SOLE                   32300        0        0
LIGAND PHARMACEUTICALS INC   COM NEW          53220K504      703    33888 SH       SOLE                       0        0    33888
LIHUA INTL INC               COM              532352101     1112   253400 SH       SOLE                  188285        0    65115
LILLY ELI & CO               COM              532457108   399931  8108905 SH       SOLE                 7317108        0   791797
LIME ENERGY CO               COM NEW          53261U205       69   119000 SH       SOLE                  119000        0        0
LIMELIGHT NETWORKS INC       COM              53261M104      963   433752 SH       SOLE                   34055        0   399697
LIN TV CORP                  CL A             532774106     2369   314599 SH       SOLE                   20473        0   294126
LINCOLN EDL SVCS CORP        COM              533535100     1280   229000 SH       SOLE                  229000        0        0
LINCOLN ELEC HLDGS INC       COM              533900106     9524   195638 SH       SOLE                   18337        0   177301
LINDSAY CORP                 COM              535555106    14847   185305 SH       SOLE                   70458        0   114847
LINEAR TECHNOLOGY CORP       COM              535678106   282395  8233100 SH       SOLE                 7544800        0   688300
LINKEDIN CORP                COM CL A         53578A108    43758   381100 SH       SOLE                  381100        0        0
LINKTONE LTD                 ADR              535925101     2859  1116847 SH       SOLE                 1116847        0        0
LINN ENERGY LLC              UNIT LTD LIAB    536020100    29179   828000 SH       SOLE                       0        0   828000
LIONBRIDGE TECHNOLOGIES INC  COM              536252109      548   136200 SH       SOLE                  136200        0        0
LIONS GATE ENTMNT CORP       COM NEW          535919203     3449   210300 SH       SOLE                   19753        0   190547
LIQUIDITY SERVICES INC       COM              53635B107    14266   349140 SH       SOLE                  283000        0    66140
LITHIA MTRS INC              CL A             536797103     3764   100600 SH       SOLE                   11265        0    89335
LIVE NATION ENTERTAINMENT IN COM              538034109     2671   286900 SH       SOLE                  286900        0        0
LIVEPERSON INC               COM              538146101     2704   205800 SH       SOLE                  172100        0    33700
LJ INTL INC                  ORD              G55312105      110    61000 SH       SOLE                   61000        0        0
LLOYDS BANKING GROUP PLC     SPONSORED ADR    539439109     3608  1127500 SH       SOLE                 1127500        0        0
LML PMT SYS INC              COM              50208P109     1162   338730 SH       SOLE                  273560        0    65170
LNB BANCORP INC              COM              502100100      103    17400 SH       SOLE                   17400        0        0
LO-JACK CORP                 COM              539451104     1856   665400 SH       SOLE                  665400        0        0
LOEWS CORP                   COM              540424108    19263   472700 SH       SOLE                  117946        0   354754
LOGMEIN INC                  COM              54142L109     2638   117700 SH       SOLE                   20061        0    97639
LONE PINE RES INC            COM              54222A106      863   701626 SH       SOLE                   68491        0   633135
LOOKSMART LTD                COM NEW          543442503      847   952100 SH       SOLE                  952100        0        0
LORAL SPACE & COMMUNICATNS I COM              543881106     4673    85500 SH       SOLE                   48323        0    37177
LORILLARD INC                COM              544147101   149545  1281777 SH       SOLE                  957935        0   323842
LOUISIANA PAC CORP           COM              546347105    22224  1150300 SH       SOLE                  445342        0   704958
LPL FINL HLDGS INC           COM              50212V100      555    19700 SH       SOLE                       0        0    19700
LRAD CORP                    COM              50213V109       18    16100 SH       SOLE                   16100        0        0
LSB INDS INC                 COM              502160104     3471    98000 SH       SOLE                   59529        0    38471
LSI CORPORATION              COM              502161102    16024  2266444 SH       SOLE                  385992        0  1880452
LSI INDS INC                 COM              50216C108      243    34701 SH       SOLE                   34700        0        1
LTC PPTYS INC                COM              502175102      334     9500 SH       SOLE                    9500        0        0
LTX-CREDENCE CORP            COM NEW          502403207     6751  1029100 SH       SOLE                 1029100        0        0
LUFKIN INDS INC              COM              549764108     2087    35896 SH       SOLE                    9784        0    26112
LULULEMON ATHLETICA INC      COM              550021109     1460    19200 SH       SOLE                       0        0    19200
LUMOS NETWORKS CORP          COM              550283105      214    21313 SH       SOLE                     817        0    20496
LUNA INNOVATIONS             COM              550351100       28    23400 SH       SOLE                   23400        0        0
LYDALL INC DEL               COM              550819106     3383   235900 SH       SOLE                  235900        0        0
M & T BK CORP                COM              55261F104     1718    17450 SH       SOLE                     494        0    16956
M D C HLDGS INC              COM              552676108     9876   268666 SH       SOLE                   54385        0   214281
MAC-GRAY CORP                COM              554153106      971    77400 SH       SOLE                   77400        0        0
MACATAWA BK CORP             COM              554225102      220    76200 SH       SOLE                   76200        0        0
MACERICH CO                  COM              554382101      468     8019 SH       SOLE                      18        0     8001
MACQUARIE INFRASTR CO LLC    MEMBERSHIP INT   55608B105    25545   560700 SH       SOLE                  339347        0   221353
MAD CATZ INTERACTIVE INC     COM              556162105      285   570300 SH       SOLE                  570300        0        0
MADISON SQUARE GARDEN CO     CL A             55826P100    10888   245500 SH       SOLE                  194936        0    50564
MAG SILVER CORP              COM              55903Q104      144    14000 SH       SOLE                    1500        0    12500
MAGAL SECURITY SYS LTD       ORD              M6786D104      538   131600 SH       SOLE                  131600        0        0
MAGELLAN HEALTH SVCS INC     COM NEW          559079207    52523  1071899 SH       SOLE                 1050788        0    21111
MAGELLAN MIDSTREAM PRTNRS LP COM UNIT RP LP   559080106    18637   431516 SH       SOLE                       0        0   431516
MAGELLAN PETE CORP           COM              559091301     1597  1731880 SH       SOLE                 1694654        0    37226
MAGIC SOFTWARE ENTERPRISES L ORD              559166103       94    20100 SH       SOLE                   20100        0        0
MAGNA INTL INC               COM              559222401    10769   215300 SH       SOLE                   87295        0   128005
MAGNACHIP SEMICONDUCTOR CORP COM              55933J203     6615   415520 SH       SOLE                  258800        0   156720
MAGNETEK INC                 COM NEW          559424403     1587   150290 SH       SOLE                  150290        0        0
MAHANAGAR TEL NIGAM LTD      SPONS ADR 2001   559778402      152   167900 SH       SOLE                  167900        0        0
MAIDEN HOLDINGS LTD          SHS              G5753U112     1612   175389 SH       SOLE                    2416        0   172973
MAINSOURCE FINANCIAL GP INC  COM              56062Y102     1322   104347 SH       SOLE                   97200        0     7147
MAJESCO ENTERTAINMENT CO     COM NEW          560690208      624   588489 SH       SOLE                  456464        0   132025
MAKEMUSIC INC                COM NEW          56086P202      290    74900 SH       SOLE                   74900        0        0
MAKEMYTRIP LIMITED MAURITIUS SHS              V5633W109      214    17163 SH       SOLE                   14200        0     2963
MAKITA CORP                  ADR NEW          560877300      232     5000 SH       SOLE                    5000        0        0
MAKO SURGICAL CORP           COM              560879108     4131   321500 SH       SOLE                   29161        0   292339
MANAGEMENT NETWORK GROUP INC COM NEW          561693201      148    63980 SH       SOLE                   63980        0        0
MANHATTAN ASSOCS INC         COM              562750109    19176   317800 SH       SOLE                  317800        0        0
MANNATECH INC                COM NEW          563771203      436    77660 SH       SOLE                   77660        0        0
MANNING & NAPIER INC         CL A             56382Q102      256    20300 SH       SOLE                   17911        0     2389
MARATHON PETE CORP           COM              56585A102     6161    97800 SH       SOLE                    7092        0    90708
MARCHEX INC                  CL B             56624R108      878   213700 SH       SOLE                  213700        0        0
MARKEL CORP                  COM              570535104     1517     3500 SH       SOLE                     500        0     3000
MARKET LEADER INC            COM              57056R103     6049   923500 SH       SOLE                  879807        0    43693
MARKET VECTORS ETF TR        GOLD MINER ETF   57060U100     1206    26000 SH       SOLE                   26000        0        0
MARKET VECTORS ETF TR        OIL SVCS ETF     57060U191      352     9100 SH       SOLE                    9100        0        0
MARKET VECTORS ETF TR        SEMICONDUCTOR    57060U233      980    30300 SH       SOLE                   30300        0        0
MARKETAXESS HLDGS INC        COM              57060D108     9033   255900 SH       SOLE                  255900        0        0
MARLIN BUSINESS SVCS CORP    COM              571157106     3414   170200 SH       SOLE                  170200        0        0
MARRIOTT VACATIONS WRLDWDE C COM              57164Y107     7309   175400 SH       SOLE                   53019        0   122381
MARSH & MCLENNAN COS INC     COM              571748102     4836   140300 SH       SOLE                  140300        0        0
MARTEN TRANS LTD             COM              573075108     1239    67400 SH       SOLE                   67400        0        0
MARTHA STEWART LIVING OMNIME CL A             573083102      481   196376 SH       SOLE                  124507        0    71869
MARTIN MIDSTREAM PRTNRS L P  UNIT L P INT     573331105     1991    64100 SH       SOLE                       0        0    64100
MARVELL TECHNOLOGY GROUP LTD ORD              G5876H105    48355  6659944 SH       SOLE                 2243402        0  4416542
MASIMO CORP                  COM              574795100     5240   249400 SH       SOLE                  188800        0    60600
MASTEC INC                   COM              576323109     2199    88200 SH       SOLE                     100        0    88100
MASTERCARD INC               CL A             57636Q104   212036   431600 SH       SOLE                  431600        0        0
MATERIAL SCIENCES CORP       COM              576674105     1502   166300 SH       SOLE                  163200        0     3100
MATERION CORP                COM              576690101      247     9600 SH       SOLE                       0        0     9600
MATTEL INC                   COM              577081102    27568   752800 SH       SOLE                  109251        0   643549
MATTERSIGHT CORP             COM              577097108      200    40200 SH       SOLE                   40200        0        0
MATTHEWS INTL CORP           CL A             577128101     1711    53304 SH       SOLE                   20692        0    32612
MATTSON TECHNOLOGY INC       COM              577223100      193   230318 SH       SOLE                  162806        0    67512
MAXCOM TELECOMUNICACIONES SA ADR REP PR CTF   57773A508       88    43000 SH       SOLE                   43000        0        0
MAXIM INTEGRATED PRODS INC   COM              57772K101    78383  2666100 SH       SOLE                 2666100        0        0
MAXIMUS INC                  COM              577933104    69453  1098600 SH       SOLE                 1051356        0    47244
MAXLINEAR INC                CL A             57776J100     1008   200711 SH       SOLE                  118278        0    82433
MAXWELL TECHNOLOGIES INC     COM              577767106      189    22800 SH       SOLE                       0        0    22800
MAXYGEN INC                  COM              577776107     2152   874809 SH       SOLE                  874800        0        9
MB FINANCIAL INC NEW         COM              55264U108     2357   119367 SH       SOLE                   23686        0    95681
MBIA INC                     COM              55262C100    17064  2173700 SH       SOLE                  794626        0  1379074
MBT FINL CORP                COM              578877102      214    90300 SH       SOLE                   90300        0        0
MCCORMICK & CO INC           COM NON VTG      579780206     8615   135600 SH       SOLE                   13773        0   121827
MCDERMOTT INTL INC           COM              580037109    11439  1038000 SH       SOLE                  384669        0   653331
MCDONALDS CORP               COM              580135101   317124  3595100 SH       SOLE                 3595100        0        0
MDC PARTNERS INC             CL A SUB VTG     552697104     2330   206200 SH       SOLE                  206200        0        0
MEAD JOHNSON NUTRITION CO    COM              582839106   112349  1705100 SH       SOLE                 1176380        0   528720
MEADOWBROOK INS GROUP INC    COM              58319P108      406    70319 SH       SOLE                       0        0    70319
MECHEL OAO                   SPON ADR PFD     583840509      455   234600 SH       SOLE                    5870        0   228730
MECHEL OAO                   SPONSORED ADR    583840103    11834  1707600 SH       SOLE                  741714        0   965886
MECOX LANE LIMITED           SPONSORED ADR    58403M102       39    71100 SH       SOLE                   71100        0        0
MEDASSETS INC                COM              584045108     3555   212000 SH       SOLE                   89231        0   122769
MEDICAL ACTION INDS INC      COM              58449L100      109    40700 SH       SOLE                   40700        0        0
MEDICINES CO                 COM              584688105     3214   134100 SH       SOLE                  134100        0        0
MEDIDATA SOLUTIONS INC       COM              58471A105     2341    59757 SH       SOLE                    5396        0    54361
MEDIFAST INC                 COM              58470H101    11108   420900 SH       SOLE                  377059        0    43841
MEDNAX INC                   COM              58502B106     3483    43800 SH       SOLE                     200        0    43600
MELCO CROWN ENTMT LTD        ADR              585464100    18637  1106700 SH       SOLE                  178270        0   928430
MELLANOX TECHNOLOGIES LTD    SHS              M51363113     8449   142283 SH       SOLE                   35486        0   106797
MEMC ELECTR MATLS INC        COM              552715104     2756   858622 SH       SOLE                     123        0   858499
MEMSIC INC                   COM              586264103      963   288310 SH       SOLE                  224243        0    64067
MENS WEARHOUSE INC           COM              587118100      472    15150 SH       SOLE                    1212        0    13938
MER TELEMANAGEMENT SOLUTIONS SHS              M69676126      242    68200 SH       SOLE                   68200        0        0
MERCANTILE BANK CORP         COM              587376104     5560   336960 SH       SOLE                  336960        0        0
MERCHANTS BANCSHARES         COM              588448100      498    18600 SH       SOLE                   18600        0        0
MERCK & CO INC NEW           COM              58933Y105    20299   495834 SH       SOLE                  109325        0   386509
MERCURY GENL CORP NEW        COM              589400100     4997   125900 SH       SOLE                   14669        0   111231
MERCURY SYS INC              COM              589378108     7863   854700 SH       SOLE                  854700        0        0
MERGE HEALTHCARE INC         COM              589499102       43    17365 SH       SOLE                       0        0    17365
MERIDIAN BIOSCIENCE INC      COM              589584101      726    35876 SH       SOLE                   20774        0    15102
MERIDIAN INTERSTAT BANCORP I COM              58964Q104      998    59500 SH       SOLE                   59500        0        0
MERITOR INC                  COM              59001K100     4746  1003400 SH       SOLE                  376614        0   626786
MERU NETWORKS INC            COM              59047Q103      457   172526 SH       SOLE                  153500        0    19026
MERUS LABS INTL INC NEW      COM              59047R101      324   294300 SH       SOLE                  294300        0        0
MESA LABS INC                COM              59064R109     2115    42203 SH       SOLE                   41200        0     1003
MESABI TR                    CTF BEN INT      590672101     3520   138300 SH       SOLE                       0        0   138300
MET PRO CORP                 COM              590876306     1872   193162 SH       SOLE                  184354        0     8808
METABOLIX INC                COM              591018809      236   159528 SH       SOLE                    5200        0   154328
METALICO INC                 COM              591176102       73    37225 SH       SOLE                   37200        0       25
METHANEX CORP                COM              59151K108     2480    77795 SH       SOLE                    4307        0    73488
METLIFE INC                  COM              59156R108   180419  5477200 SH       SOLE                 1563310        0  3913890
METRO BANCORP INC PA         COM              59161R101      226    17100 SH       SOLE                   17100        0        0
METROCORP BANCSHARES INC     COM              591650106      254    23100 SH       SOLE                   23100        0        0
MFC INDL LTD                 COM              55278T105      337    39431 SH       SOLE                    3999        0    35432
MFRI INC                     COM              552721102       82    14400 SH       SOLE                   14400        0        0
MGC DIAGNOSTICS CORP         COM              552768103     1231   208640 SH       SOLE                  208640        0        0
MGE ENERGY INC               COM              55277P104     1569    30800 SH       SOLE                   30800        0        0
MGIC INVT CORP WIS           COM              552848103     1674   629500 SH       SOLE                    1624        0   627876
MGM RESORTS INTERNATIONAL    COM              552953101    25961  2230340 SH       SOLE                  104995        0  2125345
MGP INGREDIENTS INC NEW      COM              55303J106       44    12800 SH       SOLE                   12800        0        0
MICREL INC                   COM              594793101    10502  1105479 SH       SOLE                 1023244        0    82235
MICROCHIP TECHNOLOGY INC     COM              595017104    10631   326197 SH       SOLE                   87552        0   238645
MICROFINANCIAL INC           COM              595072109     2555   350932 SH       SOLE                  333576        0    17356
MICRON TECHNOLOGY INC        COM              595112103    52933  8349036 SH       SOLE                 1256327        0  7092709
MICROS SYS INC               COM              594901100    46086  1085900 SH       SOLE                  382636        0   703264
MICROSOFT CORP               COM              594918104   216145  8092384 SH       SOLE                 6070620        0  2021764
MICROSTRATEGY INC            CL A NEW         594972408     6658    71300 SH       SOLE                   71300        0        0
MID-AMER APT CMNTYS INC      COM              59522J103     1722    26600 SH       SOLE                       0        0    26600
MILLER HERMAN INC            COM              600544100     3952   184165 SH       SOLE                   27466        0   156699
MIND C T I LTD               ORD              M70240102     2413  1206600 SH       SOLE                 1206600        0        0
MINDRAY MEDICAL INTL LTD     SPON ADR         602675100     9771   298800 SH       SOLE                  127164        0   171636
MINE SAFETY APPLIANCES CO    COM              602720104     2994    70100 SH       SOLE                   13520        0    56580
MIPS TECHNOLOGIES INC        COM              604567107     5771   739810 SH       SOLE                  280731        0   459079
MISONIX INC                  COM              604871103      759    94200 SH       SOLE                   94200        0        0
MISSION WEST PPTYS INC       COM              605203108     1866   204800 SH       SOLE                  169300        0    35500
MITCHAM INDS INC             COM              606501104      695    51000 SH       SOLE                   51000        0        0
MITEL NETWORKS CORP          COM              60671Q104      406   129400 SH       SOLE                  129400        0        0
MITSUBISHI UFJ FINL GROUP IN SPONSORED ADR    606822104    10620  1959500 SH       SOLE                 1328555        0   630945
MIZUHO FINL GROUP INC        SPONSORED ADR    60687Y109     2350   641987 SH       SOLE                  489000        0   152987
MKS INSTRUMENT INC           COM              55306N104     6470   250952 SH       SOLE                   65215        0   185737
MOBILE MINI INC              COM              60740F105      247    11832 SH       SOLE                       0        0    11832
MOCON INC                    COM              607494101      572    39700 SH       SOLE                   39700        0        0
MOD PAC CORP                 COM              607495108      193    28400 SH       SOLE                   28400        0        0
MODUSLINK GLOBAL SOLUTIONS I COM              60786L107      861   297005 SH       SOLE                  258099        0    38906
MOHAWK INDS INC              COM              608190104    11444   126500 SH       SOLE                    6355        0   120145
MOLEX INC                    CL A             608554200      220     9860 SH       SOLE                      69        0     9791
MOLEX INC                    COM              608554101    10583   387224 SH       SOLE                  134308        0   252916
MOLINA HEALTHCARE INC        COM              60855R100    46273  1710000 SH       SOLE                 1545878        0   164122
MOLSON COORS BREWING CO      CL B             60871R209    19782   462300 SH       SOLE                  102596        0   359704
MOMENTA PHARMACEUTICALS INC  COM              60877T100     9299   788751 SH       SOLE                  641813        0   146938
MONARCH CASINO & RESORT INC  COM              609027107      475    43500 SH       SOLE                   43500        0        0
MONDELEZ INTL INC            CL A             609207105    98249  3859998 SH       SOLE                  598089        0  3261909
MONEYGRAM INTL INC           COM NEW          60935Y208      927    69783 SH       SOLE                     203        0    69580
MONMOUTH REAL ESTATE INVT CO CL A             609720107     4174   402941 SH       SOLE                  354051        0    48890
MONOLITHIC PWR SYS INC       COM              609839105     9382   421100 SH       SOLE                  421100        0        0
MONOTYPE IMAGING HOLDINGS IN COM              61022P100     2827   176900 SH       SOLE                  176900        0        0
MONSANTO CO NEW              COM              61166W101   113731  1201600 SH       SOLE                  411522        0   790078
MONSTER BEVERAGE CORP        COM              611740101   100496  1901900 SH       SOLE                 1901900        0        0
MOODYS CORP                  COM              615369105    47306   940100 SH       SOLE                  940100        0        0
MOOG INC                     CL A             615394202     5851   142600 SH       SOLE                   51655        0    90945
MORNINGSTAR INC              COM              617700109     6679   106300 SH       SOLE                  106300        0        0
MOSAIC CO NEW                COM              61945C103    22341   394500 SH       SOLE                      80        0   394420
MOTORCAR PTS AMER INC        COM              620071100      123    18651 SH       SOLE                     600        0    18051
MOVADO GROUP INC             COM              624580106     9529   310600 SH       SOLE                  111233        0   199367
MOVE INC                     COM NEW          62458M207     3906   515924 SH       SOLE                  456875        0    59049
MRC GLOBAL INC               COM              55345K103     4759   171300 SH       SOLE                   30219        0   141081
MSC INDL DIRECT INC          CL A             553530106    18822   249700 SH       SOLE                   95655        0   154045
MTR GAMING GROUP INC         COM              553769100     1974   473300 SH       SOLE                  473300        0        0
MTS SYS CORP                 COM              553777103     9067   178026 SH       SOLE                  127908        0    50118
MUELLER INDS INC             COM              624756102     8495   169800 SH       SOLE                  118827        0    50973
MUELLER WTR PRODS INC        COM SER A        624758108     5101   909300 SH       SOLE                  394912        0   514388
MULTI FINELINE ELECTRONIX IN COM              62541B101     3205   158599 SH       SOLE                  142112        0    16487
MULTIMEDIA GAMES HLDG CO INC COM              625453105    16444  1117900 SH       SOLE                  979224        0   138676
MUTUALFIRST FINL INC         COM              62845B104      614    53700 SH       SOLE                   53700        0        0
