Filing Date,Company,CUSIP,Value (x1000 USD),Shares
09-30-2020,ACHIEVE LIFE SCIENCES INC,004468500,1,94
09-30-2020,ACHIEVE LIFE SCIENCES INC,004468500,3,328
09-30-2020,ACI WORLDWIDE INC,004498101,3850,147336
09-30-2020,ACI WORLDWIDE INC,004498101,11,423
09-30-2020,ACI WORLDWIDE INC,004498101,60,2282
09-30-2020,ACI WORLDWIDE INC,004498101,18056,690998
09-30-2020,ACI WORLDWIDE INC,004498101,7714,295213
09-30-2020,ACI WORLDWIDE INC,004498101,210776,8066437
09-30-2020,ACI WORLDWIDE INC,004498101,101565,3886930
09-30-2020,ACI WORLDWIDE INC,004498101,208,7954
09-30-2020,ACI WORLDWIDE INC,004498101,86,3292
09-30-2020,ACI WORLDWIDE INC,004498101,1711,65471
09-30-2020,ACI WORLDWIDE INC,004498101,483,18498
09-30-2020,ACI WORLDWIDE INC,004498101,3983,152440
09-30-2020,ACI WORLDWIDE INC,004498101,65,2475
09-30-2020,ACI WORLDWIDE INC,004498101,213,8140
09-30-2020,ACI WORLDWIDE INC,004498101,327,12513
09-30-2020,ACLARIS THERAPEUTICS INC,00461U105,25,9723
09-30-2020,ACLARIS THERAPEUTICS INC,00461U105,401,156062
09-30-2020,ACLARIS THERAPEUTICS INC,00461U105,2248,874585
09-30-2020,ACM RESEARCH INC,00108J109,206,2974
09-30-2020,ACM RESEARCH INC,00108J109,19258,278696
09-30-2020,ACM RESEARCH INC,00108J109,979,14164
09-30-2020,ACM RESEARCH INC,00108J109,10822,156620
09-30-2020,ACM RESEARCH INC,00108J109,113,1639
09-30-2020,ACM RESEARCH INC,00108J109,118,1710
09-30-2020,ACM RESEARCH INC,00108J109,7365,106581
09-30-2020,ACM RESEARCH INC,00108J109,84,1216
09-30-2020,ACME UTD CORP,004816104,12,538
09-30-2020,ACME UTD CORP,004816104,154,6708
09-30-2020,ACME UTD CORP,004816104,171,7441
09-30-2020,ACNB CORP,000868109,178,8561
09-30-2020,ACNB CORP,000868109,4,205
09-30-2020,ACNB CORP,000868109,710,34156
09-30-2020,ACNB CORP,000868109,638,30679
09-30-2020,ACNB CORP,000868109,5783,278018
09-30-2020,ACNB CORP,000868109,2775,133407
09-30-2020,ACNB CORP,000868109,27,1292
09-30-2020,ACORDA THERAPEUTICS INC,00484M106,7,14004
09-30-2020,ACORDA THERAPEUTICS INC,00484M106,77,150475
09-30-2020,ACORDA THERAPEUTICS INC,00484M106,465,902167
09-30-2020,ACORDA THERAPEUTICS INC,00484M106,10,19584
09-30-2020,ACTINIUM PHARMACEUTICALS INC,00507W206,9,955
09-30-2020,ACTINIUM PHARMACEUTICALS INC,00507W206,1912,197365
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,170160,2102042
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,29781,367888
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,66077,816264
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,3983,49203
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,6404,79114
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,8,103
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,143254,1769661
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,102458,1265696
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,1496263,18483796
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,1509586,18648373
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,44092,544681
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,71225,879869
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,331900,4100064
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,12197,150677
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,14727,181925
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,267690,3306850
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,14233,175829
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,12376,152884
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,89249,1102521
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,40579,501280
09-30-2020,ACTIVISION BLIZZARD INC,00507V109,1428,17645
09-30-2020,ACUITY BRANDS INC,00508Y102,11736,114666
09-30-2020,ACUITY BRANDS INC,00508Y102,21,202
09-30-2020,ACUITY BRANDS INC,00508Y102,878,8581
09-30-2020,ACUITY BRANDS INC,00508Y102,10526,102844
09-30-2020,ACUITY BRANDS INC,00508Y102,1025,10018
09-30-2020,ACUITY BRANDS INC,00508Y102,178121,1740316
09-30-2020,ACUITY BRANDS INC,00508Y102,125293,1224159
09-30-2020,ACUITY BRANDS INC,00508Y102,106,1036
09-30-2020,ACUITY BRANDS INC,00508Y102,1553,15171
09-30-2020,ACUITY BRANDS INC,00508Y102,597,5836
09-30-2020,ACUITY BRANDS INC,00508Y102,1590,15537
09-30-2020,ACUITY BRANDS INC,00508Y102,212,2074
09-30-2020,ACUITY BRANDS INC,00508Y102,301,2941
09-30-2020,ACUITY BRANDS INC,00508Y102,431,4214
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,1304,38794
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,13,372
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,23,672
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,61,1821
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,4178,124320
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,2097,62399
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,36326,1080804
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,32032,953044
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,566,16852
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,202,6018
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,1077,32053
09-30-2020,ACUSHNET HOLDINGS CORP,005098108,146,4346
09-30-2020,ACUTUS MED INC,005111109,127,4274
09-30-2020,ACUTUS MED INC,005111109,1132,37989
09-30-2020,ACUTUS MED INC,005111109,525,17615
09-30-2020,ACUTUS MED INC,005111109,9202,308788
09-30-2020,ACUTUS MED INC,005111109,7030,235922
09-30-2020,ACUTUS MED INC,005111109,2222,74575
09-30-2020,ACUTUS MED INC,005111109,25,823
09-30-2020,ADAMAS PHARMACEUTICALS INC,00548A106,23,5594
09-30-2020,ADAMAS PHARMACEUTICALS INC,00548A106,358,86944
09-30-2020,ADAMAS PHARMACEUTICALS INC,00548A106,1806,438381
09-30-2020,ADAMIS PHARMACEUTICALS CORP,00547W208,6,7948
09-30-2020,ADAMIS PHARMACEUTICALS CORP,00547W208,1038,1325349
09-30-2020,ADAMS DIVERSIFIED EQUITY FD,006212104,8,515
09-30-2020,ADAMS RES & ENERGY INC,006351308,36,1822
09-30-2020,ADAMS RES & ENERGY INC,006351308,170,8543
09-30-2020,ADAMS RES & ENERGY INC,006351308,71,3562
09-30-2020,ADAMS RES & ENERGY INC,006351308,1261,63358
09-30-2020,ADAMS RES & ENERGY INC,006351308,1582,79515
09-30-2020,ADAPTHEALTH CORP,00653Q102,203,9306
09-30-2020,ADAPTHEALTH CORP,00653Q102,12,539
09-30-2020,ADAPTHEALTH CORP,00653Q102,1966,90161
09-30-2020,ADAPTHEALTH CORP,00653Q102,977,44812
09-30-2020,ADAPTHEALTH CORP,00653Q102,16939,776666
09-30-2020,ADAPTHEALTH CORP,00653Q102,11751,538789
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,7977,164026
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,19,389
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,69,1428
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,13847,284752
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,21562,443391
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,114716,2358953
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,93974,1932428
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,72,1471
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,55,1129
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,1943,39948
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,537,11049
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,2807,57723
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,68,1392
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,97,1986
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,136,2790
09-30-2020,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,392,8057
09-30-2020,ADC THERAPEUTICS SA,H0036K147,5250,159142
09-30-2020,ADC THERAPEUTICS SA,H0036K147,177,5358
09-30-2020,ADC THERAPEUTICS SA,H0036K147,17,521
09-30-2020,ADDUS HOMECARE CORP,006739106,861,9106
09-30-2020,ADDUS HOMECARE CORP,006739106,5,58
09-30-2020,ADDUS HOMECARE CORP,006739106,28,298
09-30-2020,ADDUS HOMECARE CORP,006739106,6287,66522
09-30-2020,ADDUS HOMECARE CORP,006739106,6681,70696
09-30-2020,ADDUS HOMECARE CORP,006739106,444,4700
09-30-2020,ADDUS HOMECARE CORP,006739106,150695,1594491
09-30-2020,ADDUS HOMECARE CORP,006739106,39502,417965
09-30-2020,ADDUS HOMECARE CORP,006739106,44,465
09-30-2020,ADDUS HOMECARE CORP,006739106,161,1702
09-30-2020,ADDUS HOMECARE CORP,006739106,169,1787
09-30-2020,ADDUS HOMECARE CORP,006739106,2992,31657
09-30-2020,ADDUS HOMECARE CORP,006739106,36,384
09-30-2020,ADDUS HOMECARE CORP,006739106,108,1147
09-30-2020,ADDUS HOMECARE CORP,006739106,182,1922
09-30-2020,ADDVANTAGE TECHNOLOGIES GP I,006743306,12,6390
09-30-2020,ADECOAGRO S A,L00849106,17,3622
09-30-2020,ADECOAGRO S A,L00849106,857,183499
09-30-2020,ADECOAGRO S A,L00849106,4594,983744
09-30-2020,ADECOAGRO S A,L00849106,3114,666719
09-30-2020,ADECOAGRO S A,L00849106,1252,268043
09-30-2020,ADIAL PHARMACEUTICALS INC,00688A106,459,205684
09-30-2020,ADICET BIO INC,007002108,9,796
09-30-2020,ADICET BIO INC,007002108,833,70092
09-30-2020,ADICET BIO INC,007002108,725,60938
09-30-2020,ADICET BIO INC,007002108,14,1149
09-30-2020,ADICET BIO INC,007002108,13,1085
09-30-2020,ADIENT PLC,G0084W101,2467,142368
09-30-2020,ADIENT PLC,G0084W101,8,453
09-30-2020,ADIENT PLC,G0084W101,78,4493
09-30-2020,ADIENT PLC,G0084W101,9269,534848
09-30-2020,ADIENT PLC,G0084W101,2809,162066
09-30-2020,ADIENT PLC,G0084W101,99840,5761095
09-30-2020,ADIENT PLC,G0084W101,52011,3001213
09-30-2020,ADIENT PLC,G0084W101,599,34562
09-30-2020,ADIENT PLC,G0084W101,195,11225
09-30-2020,ADIENT PLC,G0084W101,1302,75140
09-30-2020,ADIENT PLC,G0084W101,187,10797
09-30-2020,ADIENT PLC,G0084W101,1000,57689
09-30-2020,ADIENT PLC,G0084W101,133,7689
09-30-2020,ADMA BIOLOGICS INC,000899104,61,25487
09-30-2020,ADMA BIOLOGICS INC,000899104,4,1878
09-30-2020,ADMA BIOLOGICS INC,000899104,551,230392
09-30-2020,ADMA BIOLOGICS INC,000899104,405,169511
09-30-2020,ADMA BIOLOGICS INC,000899104,6682,2795739
09-30-2020,ADMA BIOLOGICS INC,000899104,5260,2201032
09-30-2020,ADMA BIOLOGICS INC,000899104,69,29032
09-30-2020,ADMA BIOLOGICS INC,000899104,45,18805
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,635399,1295596
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,115932,236388
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,228482,465881
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,11337,23117
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,23908,48750
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,143,291
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,899494,1834093
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,489928,998976
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,6446275,13144129
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,5789048,11804025
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,171574,349844
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,291562,594503
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,1348172,2748960
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,46319,94446
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,43483,88664
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,1187949,2422261
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,61845,126103
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,59691,121712
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,143501,292603
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,152733,311427
09-30-2020,ADOBE SYSTEMS INCORPORATED,00724F101,5311,10829
09-30-2020,ADT INC DEL,00090Q103,2286,279859
09-30-2020,ADT INC DEL,00090Q103,5,577
09-30-2020,ADT INC DEL,00090Q103,24,2969
09-30-2020,ADT INC DEL,00090Q103,390,47699
09-30-2020,ADT INC DEL,00090Q103,258,31551
09-30-2020,ADT INC DEL,00090Q103,13257,1622600
09-30-2020,ADT INC DEL,00090Q103,25996,3181890
09-30-2020,ADT INC DEL,00090Q103,21,2588
09-30-2020,ADT INC DEL,00090Q103,877,107345
09-30-2020,ADT INC DEL,00090Q103,193,23577
09-30-2020,ADT INC DEL,00090Q103,3940,482252
09-30-2020,ADT INC DEL,00090Q103,19,2284
09-30-2020,ADT INC DEL,00090Q103,53,6489
09-30-2020,ADT INC DEL,00090Q103,104,12678
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,2023,82427
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,6,245
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,22,916
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,7587,309175
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,2334,95109
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,81011,3301168
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,42589,1735509
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,459,18716
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,195,7933
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,546,22237
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,2,85
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,23,918
09-30-2020,ADTALEM GLOBAL ED INC,00737L103,136,5522
09-30-2020,ADTRAN INC,00738A106,587,57285
09-30-2020,ADTRAN INC,00738A106,5,449
09-30-2020,ADTRAN INC,00738A106,8,745
09-30-2020,ADTRAN INC,00738A106,59,5729
09-30-2020,ADTRAN INC,00738A106,2337,227919
09-30-2020,ADTRAN INC,00738A106,932,90865
09-30-2020,ADTRAN INC,00738A106,55210,5383678
09-30-2020,ADTRAN INC,00738A106,15610,1522208
09-30-2020,ADTRAN INC,00738A106,19,1840
09-30-2020,ADTRAN INC,00738A106,140,13636
09-30-2020,ADTRAN INC,00738A106,74,7199
09-30-2020,ADTRAN INC,00738A106,2525,246243
09-30-2020,ADTRAN INC,00738A106,19,1835
09-30-2020,ADTRAN INC,00738A106,46,4518
09-30-2020,ADTRAN INC,00738A106,59,5790
09-30-2020,ADURO BIOTECH INC,00739L101,73,29839
09-30-2020,ADURO BIOTECH INC,00739L101,3,1413
09-30-2020,ADURO BIOTECH INC,00739L101,623,256404
09-30-2020,ADURO BIOTECH INC,00739L101,531,218402
09-30-2020,ADURO BIOTECH INC,00739L101,5365,2207824
09-30-2020,ADURO BIOTECH INC,00739L101,4073,1676012
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,24564,160024
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,4850,31598
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,12364,80545
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,25,166
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,1328,8651
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,19678,128196
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,3363,21912
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,241059,1570415
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,247521,1612514
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,7303,47576
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,10967,71446
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,61801,402610
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,2026,13196
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,2292,14931
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,40766,265574
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,3199,20841
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,507,3300
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,6365,41464
09-30-2020,ADVANCE AUTO PARTS INC,00751Y106,218,1417
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,1654,54718
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,12,398
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,45,1490
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,8254,273033
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,7126,235741
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,76093,2517140
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,71573,2367621
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,234,7733
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,1480,48958
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,385,12726
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,1120,37058
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,83,2737
09-30-2020,ADVANCED DISP SVCS INC DEL,00790X101,232,7663
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,2258,36168
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,16,259
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,2745,43970
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,13596,217744
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,10790,172807
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,108983,1745403
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,92794,1486130
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,98,1562
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,67,1072
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,3094,49554
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,441,7064
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,21964,351760
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,289,4623
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,165,2645
09-30-2020,ADVANCED DRAIN SYS INC DEL,00790R104,333,5333
09-30-2020,ADVANCED EMISSIONS SOLUTS IN,00770C101,58,14326
09-30-2020,ADVANCED EMISSIONS SOLUTS IN,00770C101,256,62973
09-30-2020,ADVANCED EMISSIONS SOLUTS IN,00770C101,128,31604
09-30-2020,ADVANCED EMISSIONS SOLUTS IN,00770C101,2222,547250
09-30-2020,ADVANCED EMISSIONS SOLUTS IN,00770C101,2046,503953
09-30-2020,ADVANCED ENERGY INDS,007973100,1555,24699
09-30-2020,ADVANCED ENERGY INDS,007973100,11,174
09-30-2020,ADVANCED ENERGY INDS,007973100,49,773
09-30-2020,ADVANCED ENERGY INDS,007973100,11883,188801
09-30-2020,ADVANCED ENERGY INDS,007973100,5592,88842
09-30-2020,ADVANCED ENERGY INDS,007973100,254168,4038256
09-30-2020,ADVANCED ENERGY INDS,007973100,67793,1077109
09-30-2020,ADVANCED ENERGY INDS,007973100,45,710
09-30-2020,ADVANCED ENERGY INDS,007973100,32,510
09-30-2020,ADVANCED ENERGY INDS,007973100,1164,18489
09-30-2020,ADVANCED ENERGY INDS,007973100,369,5867
09-30-2020,ADVANCED ENERGY INDS,007973100,3775,59984
09-30-2020,ADVANCED ENERGY INDS,007973100,79,1257
09-30-2020,ADVANCED ENERGY INDS,007973100,276,4383
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,240463,2932830
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,44041,537152
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,91153,1111760
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,293,3578
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,9728,118646
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,30,365
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,215372,2626808
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,123020,1500424
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,2267157,27651627
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,2243336,27361094
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,66928,816291
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,111146,1355607
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,422582,5154062
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,18735,228500
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,2316,28250
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,506759,6180747
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,26611,324563
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,19128,233293
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,119710,1460051
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,56427,688220
09-30-2020,ADVANCED MICRO DEVICES INC,007903107,2142,26123
09-30-2020,ADVANSIX INC,00773T101,423,32876
09-30-2020,ADVANSIX INC,00773T101,2,139
09-30-2020,ADVANSIX INC,00773T101,8,629
09-30-2020,ADVANSIX INC,00773T101,0,3
09-30-2020,ADVANSIX INC,00773T101,1691,131319
09-30-2020,ADVANSIX INC,00773T101,680,52806
09-30-2020,ADVANSIX INC,00773T101,39077,3033899
09-30-2020,ADVANSIX INC,00773T101,10903,846472
09-30-2020,ADVANSIX INC,00773T101,72,5628
09-30-2020,ADVANSIX INC,00773T101,54,4217
09-30-2020,ADVANSIX INC,00773T101,574,44560
09-30-2020,ADVANSIX INC,00773T101,48,3745
09-30-2020,ADVAXIS INC,007624307,0,1169
09-30-2020,ADVAXIS INC,007624307,356,868838
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,558,54211
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,6,560
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,20,1897
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,3354,325622
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,2074,201370
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,38216,3710304
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,24561,2384588
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,10,1001
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,393,38153
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,88,8504
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,696,67602
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,10,941
09-30-2020,ADVERUM BIOTECHNOLOGIES INC,00773U108,76,7397
09-30-2020,AECOM,00766T100,17749,424204
09-30-2020,AECOM,00766T100,31,749
09-30-2020,AECOM,00766T100,203,4843
09-30-2020,AECOM,00766T100,17204,411176
09-30-2020,AECOM,00766T100,1601,38272
09-30-2020,AECOM,00766T100,285308,6819013
09-30-2020,AECOM,00766T100,202874,4848809
09-30-2020,AECOM,00766T100,122,2918
09-30-2020,AECOM,00766T100,2685,64173
09-30-2020,AECOM,00766T100,2600,62144
09-30-2020,AECOM,00766T100,126,3021
09-30-2020,AECOM,00766T100,1837,43908
09-30-2020,AECOM,00766T100,715,17087
09-30-2020,AEGION CORP,00770F104,525,37131
09-30-2020,AEGION CORP,00770F104,4,303
09-30-2020,AEGION CORP,00770F104,288,20412
09-30-2020,AEGION CORP,00770F104,2120,150008
09-30-2020,AEGION CORP,00770F104,817,57810
09-30-2020,AEGION CORP,00770F104,48755,3450425
09-30-2020,AEGION CORP,00770F104,13801,976723
09-30-2020,AEGION CORP,00770F104,217,15355
09-30-2020,AEGION CORP,00770F104,74,5221
09-30-2020,AEGION CORP,00770F104,3238,229174
09-30-2020,AEGION CORP,00770F104,52,3649
09-30-2020,AEGLEA BIOTHERAPEUTICS INC,00773J103,159,22406
09-30-2020,AEGLEA BIOTHERAPEUTICS INC,00773J103,4,576
09-30-2020,AEGLEA BIOTHERAPEUTICS INC,00773J103,1238,174631
09-30-2020,AEGLEA BIOTHERAPEUTICS INC,00773J103,578,81483
09-30-2020,AEGLEA BIOTHERAPEUTICS INC,00773J103,12672,1787306
09-30-2020,AEGLEA BIOTHERAPEUTICS INC,00773J103,7460,1052151
09-30-2020,AEGLEA BIOTHERAPEUTICS INC,00773J103,65,9212
09-30-2020,AEGON N V,007924103,0,62
09-30-2020,AEHR TEST SYSTEMS,00760J108,7,5143
09-30-2020,AEHR TEST SYSTEMS,00760J108,97,70047
09-30-2020,AEMETIS INC,00770K202,26,8030
09-30-2020,AEMETIS INC,00770K202,26,8120
09-30-2020,AERCAP HOLDINGS NV,N00985106,1662,65968
09-30-2020,AERCAP HOLDINGS NV,N00985106,1510,59946
09-30-2020,AERCAP HOLDINGS NV,N00985106,5102,202544
09-30-2020,AERCAP HOLDINGS NV,N00985106,126,5003
09-30-2020,AERCAP HOLDINGS NV,N00985106,316,12546
09-30-2020,AERCAP HOLDINGS NV,N00985106,8268,328223
09-30-2020,AERCAP HOLDINGS NV,N00985106,1397,55462
09-30-2020,AERCAP HOLDINGS NV,N00985106,41958,1665656
09-30-2020,AERCAP HOLDINGS NV,N00985106,54126,2148719
09-30-2020,AERCAP HOLDINGS NV,N00985106,2238,88833
09-30-2020,AERCAP HOLDINGS NV,N00985106,1060,42099
09-30-2020,AERCAP HOLDINGS NV,N00985106,12904,512277
09-30-2020,AERCAP HOLDINGS NV,N00985106,447,17731
09-30-2020,AERCAP HOLDINGS NV,N00985106,638,25321
09-30-2020,AERCAP HOLDINGS NV,N00985106,24358,966973
09-30-2020,AERCAP HOLDINGS NV,N00985106,3579,142096
09-30-2020,AERCAP HOLDINGS NV,N00985106,219,8679
09-30-2020,AERCAP HOLDINGS NV,N00985106,1597,63398
09-30-2020,AERCAP HOLDINGS NV,N00985106,70,2797
09-30-2020,AERCAP HOLDINGS NV,N00985956,3149,125000
09-30-2020,AERIE PHARMACEUTICALS INC,00771V108,313,26588
09-30-2020,AERIE PHARMACEUTICALS INC,00771V108,3,249
09-30-2020,AERIE PHARMACEUTICALS INC,00771V108,8,671
